sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
屏東(枋山),屏東縣,64,臭氧八小時,普通,0.8,0.14,46,59,25,5,2,2.5,0.5,4.4,100,"2024-12-01 16:00",,0.1,10,30,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,37,,良好,0,0.26,44,40,20,6,4,7,2.6,4.4,153,"2024-12-01 16:00",,0.2,5.4,15,0,121.61575076,23.97709367,312
新北(樹林),新北市,53,細懸浮微粒,普通,2.5,0.34,58,38,40,16,11,11.3,0.5,0.2,287,"2024-12-01 16:00",,0.3,16.5,31,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,97,臭氧八小時,普通,1.9,0.27,77,69,41,21,6,6.4,0.3,0.4,135,"2024-12-01 16:00",,0.3,23,41,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,69,細懸浮微粒,普通,2,0.18,62,55,38,19,5,5.3,0.7,2.3,350,"2024-12-01 16:00",,0.2,23,44,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,65,細懸浮微粒,普通,1.3,0.16,64,58,27,12,5,5,0.3,2.3,283,"2024-12-01 16:00",,0.2,21,36,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,68,細懸浮微粒,普通,2,0.27,70,61,44,16,6,7.1,1.2,1.3,325,"2024-12-01 16:00",,0.3,22.6,46,2,120.56373,23.96117,201
大城,彰化縣,81,細懸浮微粒,普通,1.3,0.14,74,63,26,15,2,3.7,1.1,4.6,28,"2024-12-01 16:00",,0.2,27.7,48,1,120.26964167,23.85493056,85
富貴角,新北市,61,臭氧八小時,普通,0.7,0.15,60,58,26,9,2,2.4,0.1,3.1,26,"2024-12-01 16:00",,0.1,9.7,26,1,121.53656894,25.29681695,84
麥寮,雲林縣,82,細懸浮微粒,普通,2.2,0.17,72,61,32,20,4,5,0.5,3,343,"2024-12-01 16:00",,0.2,27.9,41,2,120.251825,23.753506,83
關山,臺東縣,30,,良好,0.4,0.14,39,33,21,3,2,2.9,0.8,1.7,202,"2024-12-01 16:00",,0.1,3.3,14,0,121.161933,23.045083,80
馬公,澎湖縣,67,臭氧八小時,普通,1.4,0.23,68,60,23,14,2,2.5,0.6,3.1,348,"2024-12-01 16:00",,0.1,11.2,22,1,119.566158,23.569031,78
金門,金門縣,54,細懸浮微粒,普通,2.8,0.21,55,47,42,15,19,21.8,2.6,1.3,148,"2024-12-01 16:00",,0.2,16.7,47,1,118.312256,24.432133,77
馬祖,連江縣,55,細懸浮微粒,普通,1.2,0.25,64,51,30,17,6,6.4,0.6,1.5,325,"2024-12-01 16:00",,0.4,17.2,34,1,119.952724,26.153736,75
埔里,南投縣,64,細懸浮微粒,普通,1.5,0.28,72,46,29,23,4,5.1,0.9,3,286,"2024-12-01 16:00",,0.2,20.8,24,1,120.967903,23.968842,72
復興,高雄市,60,細懸浮微粒,普通,1.3,0.27,60,57,29,14,13,14.6,1.9,0.7,236,"2024-12-01 16:00",,0.3,19,37,1,120.312017,22.608711,71
永和,新北市,46,,良好,2.3,0.65,47,34,32,19,23,28.7,5.7,1.4,279,"2024-12-01 16:00",,0.7,14.1,27,1,121.516306,25.017,70
竹山,南投縣,71,細懸浮微粒,普通,2.3,0.26,76,54,60,34,5,6.1,0.8,2.7,314,"2024-12-01 16:00",,0.2,23.6,37,1,120.677306,23.756389,69
中壢,桃園市,72,細懸浮微粒,普通,3.4,0.51,60,39,50,28,32,40.1,8.2,0.6,29,"2024-12-01 16:00",,0.8,24,39,2,121.221667,24.953278,68
三重,新北市,54,細懸浮微粒,普通,1.9,0.75,34,30,36,16,30,52.7,22.1,-,-,"2024-12-01 16:00",,0.7,16.6,30,1,121.493806,25.072611,67
冬山,宜蘭縣,38,,良好,0.9,0.19,48,42,29,7,3,3.4,0.2,1.9,230,"2024-12-01 16:00",,0.2,7,23,0,121.792928,24.632203,66
宜蘭,宜蘭縣,42,,良好,1.6,0.18,49,46,21,6,3,3.6,0.9,2,14,"2024-12-01 16:00",,0.2,6.2,18,1,121.746394,24.747917,65
陽明,臺北市,47,,良好,1.6,0.24,49,51,26,4,4,5.6,1.1,,,"2024-12-01 16:00",,0.2,8,21,1,121.529583,25.182722,64
花蓮,花蓮縣,36,,良好,1.2,0.17,45,40,22,1,1,2.3,0.9,1.5,154,"2024-12-01 16:00",,0.1,3.6,18,1,121.599769,23.971306,63
臺東,臺東縣,35,,良好,1,0.18,42,38,16,5,4,5.6,1.3,1.4,38,"2024-12-01 16:00",,0.1,4,15,1,121.15045,22.755358,62
恆春,屏東縣,43,,良好,0.9,0.13,47,46,14,11,1,2.1,0.7,5.1,36,"2024-12-01 16:00",,0.1,6.4,12,0,120.788928,21.958069,61
潮州,屏東縣,64,臭氧八小時,普通,1.8,0.22,76,59,32,21,4,4.8,0.5,2.8,248,"2024-12-01 16:00",,0.2,17.2,27,1,120.561175,22.523108,60
屏東,屏東縣,49,,良好,1.9,0.26,72,54,34,19,8,8.5,0.4,2.3,292,"2024-12-01 16:00",,0.2,13.9,29,1,120.488033,22.673081,59
小港,高雄市,64,臭氧八小時,普通,2,0.23,68,59,29,16,13,14.4,1.2,2.4,264,"2024-12-01 16:00",,0.2,18.1,31,2,120.337736,22.565833,58
前鎮,高雄市,62,細懸浮微粒,普通,1.7,0.26,60,58,33,16,14,15.2,1.3,1.1,347,"2024-12-01 16:00",,0.3,19.9,37,1,120.30833356,22.6044507,57
前金,高雄市,67,臭氧八小時,普通,0.9,0.24,63,61,28,14,8,8.5,1,2.6,340,"2024-12-01 16:00",,0.2,18,40,1,120.28676111,22.63390278,56
左營,高雄市,71,臭氧八小時,普通,1.2,0.2,64,62,29,14,8,9.2,1.5,2.9,312,"2024-12-01 16:00",,0.2,19,37,1,120.292917,22.674861,54
楠梓,高雄市,71,臭氧八小時,普通,1.6,0.21,68,61,31,12,8,8.3,0.5,2.3,300,"2024-12-01 16:00",,0.2,18.9,37,1,120.328289,22.733667,53
林園,高雄市,87,臭氧八小時,普通,2.7,0.25,78,66,36,16,7,8.3,1,1.9,224,"2024-12-01 16:00",,0.2,19.5,39,2,120.41175,22.4795,52
大寮,高雄市,55,細懸浮微粒,普通,2.5,0.29,74,57,29,21,13,14.4,1.1,1.6,290,"2024-12-01 16:00",,0.2,17.2,24,7,120.425311,22.56413611,51
鳳山,高雄市,65,細懸浮微粒,普通,1.1,0.47,67,57,34,20,13,13.8,1.2,0.7,283,"2024-12-01 16:00",,0.4,21.2,34,1,120.357422,22.628126,50
仁武,高雄市,74,臭氧八小時,普通,1.1,0.21,68,62,27,17,8,8.9,1.1,2.4,280,"2024-12-01 16:00",,0.2,21,35,1,120.332631,22.689056,49
橋頭,高雄市,66,細懸浮微粒,普通,1.8,0.21,63,58,27,17,9,9.5,0.4,2.9,276,"2024-12-01 16:00",,0.2,21.6,34,1,120.305689,22.757506,48
美濃,高雄市,47,,良好,1.4,0.24,61,52,35,26,4,4.9,1.1,1.1,300,"2024-12-01 16:00",,0.2,12.7,25,1,120.530542,22.883583,47
臺南,臺南市,71,臭氧八小時,普通,1.4,0.2,64,61,32,9,7,7.3,0.4,2.5,317,"2024-12-01 16:00",,0.2,19.1,38,1,120.21947897,22.98928311,46
安南,臺南市,64,細懸浮微粒,普通,2.1,0.19,64,60,28,15,4,4.6,0.2,3.3,298,"2024-12-01 16:00",,0.2,20.8,39,1,120.2175,23.048197,45
善化,臺南市,61,臭氧八小時,普通,2.3,0.17,69,58,37,20,6,7.3,1.1,3.2,300,"2024-12-01 16:00",,0.2,18.9,34,1,120.29740529,23.11337642,44
新營,臺南市,67,細懸浮微粒,普通,2.7,0.24,72,58,37,22,7,8.8,1.3,2,299,"2024-12-01 16:00",,0.2,22.2,38,2,120.31725,23.305633,43
嘉義,嘉義市,71,臭氧八小時,普通,2.4,0.24,77,62,38,23,4,5.1,0.5,4,331,"2024-12-01 16:00",,0.2,21,33,2,120.44125148,23.46477865,42
臺西,雲林縣,73,細懸浮微粒,普通,2.1,0.11,67,59,30,12,8,7.7,0.1,3.4,6,"2024-12-01 16:00",,0.1,24.5,45,1,120.19933333,23.702175,41
朴子,嘉義縣,68,細懸浮微粒,普通,3.6,0.28,78,60,40,19,6,6.8,0.7,2.7,332,"2024-12-01 16:00",,0.3,22.5,43,2,120.2478,23.46538,40
新港,嘉義縣,69,細懸浮微粒,普通,3.1,0.21,79,60,45,17,6,6,0,3.1,306,"2024-12-01 16:00",,0.2,23,43,2,120.345531,23.554839,39
崙背,雲林縣,86,細懸浮微粒,普通,2.3,0.2,68,59,42,19,4,3.2,0,1.9,328,"2024-12-01 16:00",,0.2,29.6,56,1,120.348742,23.757547,38
斗六,雲林縣,82,細懸浮微粒,普通,3.2,0.31,78,60,83,60,6,6.4,0.8,2.9,333,"2024-12-01 16:00",,0.2,28.2,42,2,120.544994,23.711853,37
南投,南投縣,75,細懸浮微粒,普通,2.8,0.32,78,62,50,23,6,6.9,0.5,1.9,345,"2024-12-01 16:00",,0.3,25.2,43,2,120.685306,23.913,36
二林,彰化縣,90,細懸浮微粒,普通,1.6,0.21,71,59,44,21,4,4.9,1.4,2.9,349,"2024-12-01 16:00",,0.3,31.4,56,2,120.409653,23.925175,35
線西,彰化縣,71,臭氧八小時,普通,1.8,0.18,79,61,33,11,3,3.6,0.7,3.7,6,"2024-12-01 16:00",,0.3,18.8,39,2,120.469061,24.131672,34
彰化,彰化縣,68,細懸浮微粒,普通,5.2,0.34,67,60,41,22,11,13,1.7,2.4,17,"2024-12-01 16:00",,0.3,22.3,39,2,120.541519,24.066,33
西屯,臺中市,68,細懸浮微粒,普通,1.5,0.23,73,59,34,15,5,5.8,0.8,2.8,336,"2024-12-01 16:00",,0.3,22.6,39,1,120.616917,24.162197,32
忠明,臺中市,66,細懸浮微粒,普通,1.6,0.26,73,58,41,18,8,9.3,1.6,2.6,335,"2024-12-01 16:00",,0.3,21.6,37,1,120.641092,24.151958,31
大里,臺中市,74,細懸浮微粒,普通,2.3,0.3,74,58,44,27,8,9.7,1.3,2.7,345,"2024-12-01 16:00",,0.4,24.9,42,2,120.67844444,24.09961111,30
沙鹿,臺中市,71,細懸浮微粒,普通,1.5,0.22,30,23,40,19,5,5.6,0.6,3.4,341,"2024-12-01 16:00",,0.2,23.7,45,1,120.568794,24.225628,29
豐原,臺中市,56,細懸浮微粒,普通,2.4,0.25,71,57,41,20,,,,2.9,338,"2024-12-01 16:00",,0.2,17.5,32,2,120.74252414,24.25699731,28
三義,苗栗縣,61,臭氧八小時,普通,1.6,0.24,72,58,43,19,4,5.6,1.2,3.8,14,"2024-12-01 16:00",,0.2,15.8,32,1,120.75956754,24.38248443,27
苗栗,苗栗縣,54,臭氧八小時,普通,1.6,0.2,72,56,28,21,3,4.8,1.4,2.2,3,"2024-12-01 16:00",,0.2,15.7,28,1,120.82011468,24.56499183,26
頭份,苗栗縣,51,臭氧八小時,普通,2.2,0.2,71,56,26,12,3,4,1.2,2.8,345,"2024-12-01 16:00",,0.2,13.7,27,2,120.89869286,24.69690679,25
新竹,新竹市,48,,良好,1.5,0.25,72,52,28,12,6,6.6,0.4,1,322,"2024-12-01 16:00",,0.3,14.8,28,1,120.97236752,24.8056356,24
竹東,新竹縣,53,細懸浮微粒,普通,1.4,0.27,68,51,33,15,7,8.2,0.9,1.4,306,"2024-12-01 16:00",,0.2,16.2,26,1,121.08895493,24.74091408,23
湖口,新竹縣,61,臭氧八小時,普通,2.2,0.3,73,58,30,15,5,5.9,0.4,2.3,0,"2024-12-01 16:00",,0.2,14.9,29,2,121.03886894,24.90009696,22
龍潭,桃園市,62,細懸浮微粒,普通,2.1,0.3,80,54,38,24,8,9.2,0.7,2.6,7,"2024-12-01 16:00",,0.3,20,32,1,121.21645772,24.86400048,21
平鎮,桃園市,64,臭氧八小時,普通,2.3,0.37,80,60,38,21,11,11.4,0.6,1.2,47,"2024-12-01 16:00",,0.3,18.5,32,1,121.203986,24.952786,20
觀音,桃園市,61,臭氧八小時,普通,1.4,0.23,74,58,28,15,5,5.4,0.4,2.8,38,"2024-12-01 16:00",,0.2,17.9,32,1,121.08283092,25.03556747,19
大園,桃園市,77,臭氧八小時,普通,2,0.31,83,64,38,20,8,9.2,1.5,3.1,21,"2024-12-01 16:00",,0.3,19.6,37,1,121.20251473,25.06100357,18
桃園,桃園市,56,細懸浮微粒,普通,2.8,0.28,76,53,30,15,10,10.5,0.7,2.2,358,"2024-12-01 16:00",,0.3,17.4,31,1,121.30500531,24.9947107,17
大同,臺北市,58,細懸浮微粒,普通,1.8,0.43,54,28,29,15,11,14.1,2.8,-,-,"2024-12-01 16:00",,0.9,18.5,28,1,121.51342074,25.06331455,16
松山,臺北市,44,,良好,1.7,0.37,51,41,34,20,17,19.4,2.8,1.7,58,"2024-12-01 16:00",,0.3,13.4,28,1,121.578611,25.05,15
古亭,臺北市,41,,良好,3,0.28,62,43,23,19,8,9.6,1,1.3,275,"2024-12-01 16:00",,0.3,12.7,20,1,121.529556,25.020608,14
萬華,臺北市,43,,良好,2.4,0.36,54,40,33,16,13,15.1,1.9,0.2,304,"2024-12-01 16:00",,0.3,13.2,25,1,121.507972,25.046503,13
中山,臺北市,45,,良好,1.6,0.49,44,40,31,17,23,27.7,4.8,1.2,178,"2024-12-01 16:00",,0.3,13.9,25,1,121.526528,25.062361,12
士林,臺北市,42,,良好,1.9,0.22,62,46,36,15,6,7.1,0.8,1.4,320,"2024-12-01 16:00",,0.2,11.4,23,1,121.51666356,25.10334003,11
淡水,新北市,46,,良好,2.1,0.24,55,48,21,12,6,7,1.3,,,"2024-12-01 16:00",,0.3,14.1,27,1,121.449239,25.1645,10
林口,新北市,54,臭氧八小時,普通,2.5,0.21,69,56,26,14,4,4.7,0.6,2.4,336,"2024-12-01 16:00",,0.2,13.6,26,1,121.36548982,25.07798949,9
菜寮,新北市,53,細懸浮微粒,普通,1.4,0.26,58,46,25,17,8,8.5,0.7,2.5,285,"2024-12-01 16:00",,0.4,16.2,26,0,121.481028,25.06895,8
新莊,新北市,56,細懸浮微粒,普通,2.7,0.2,63,49,40,16,6,6.6,0.7,2,99,"2024-12-01 16:00",,0.4,17.7,36,1,121.4325,25.037972,7
板橋,新北市,50,,良好,2.2,0.3,69,50,33,14,8,9.6,1.3,2.8,314,"2024-12-01 16:00",,0.5,15.3,28,1,121.458667,25.012972,6
土城,新北市,50,,良好,2.6,0.3,68,49,34,16,10,10.2,0.7,2.1,320,"2024-12-01 16:00",,0.4,15.3,28,1,121.451861,24.982528,5
新店,新北市,45,,良好,1.6,0.31,67,42,34,22,10,10.7,0.9,2.1,321,"2024-12-01 16:00",,0.3,13.9,23,0,121.537778,24.977222,4
萬里,新北市,46,,良好,0.8,0.19,51,50,20,6,4,5.3,1.1,2.5,316,"2024-12-01 16:00",,0.2,9.4,25,0,121.689881,25.179667,3
汐止,新北市,35,,良好,1.8,0.32,52,38,31,11,11,12.4,1.5,0.4,308,"2024-12-01 16:00",,0.3,10.5,22,1,121.64081,25.06624,2
基隆,基隆市,36,,良好,2.8,0.2,33,40,20,8,18,21,3.3,0.5,26,"2024-12-01 16:00",,0.2,5.9,16,1,121.760056,25.129167,1
屏東(枋山),屏東縣,58,臭氧八小時,普通,0.7,0.16,52,58,28,4,2,2.4,0.3,4,104,"2024-12-01 15:00",,0.1,11.6,31,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,34,,良好,0,0.26,45,37,13,5,3,5.4,2.2,6.2,160,"2024-12-01 15:00",,0.2,5.3,14,0,121.61575076,23.97709367,312
新北(樹林),新北市,52,細懸浮微粒,普通,1.8,0.37,58,32,33,15,13,13.4,0.6,0.3,22,"2024-12-01 15:00",,0.4,15.8,29,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,80,臭氧八小時,普通,2.1,0.26,82,65,35,21,7,7.1,0.3,1.2,329,"2024-12-01 15:00",,0.3,23.6,42,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,70,細懸浮微粒,普通,2.1,0.19,67,49,42,20,5,5.4,0.7,2.6,352,"2024-12-01 15:00",,0.2,23.3,45,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,69,細懸浮微粒,普通,1.9,0.18,68,53,26,13,6,5.9,0.1,2.3,291,"2024-12-01 15:00",,0.2,22.9,39,2,120.24535,22.87985556,202
彰化（員林）,彰化縣,70,細懸浮微粒,普通,3.1,0.34,74,54,51,23,7,8.2,1.5,1.7,320,"2024-12-01 15:00",,0.4,23.3,46,2,120.56373,23.96117,201
大城,彰化縣,88,細懸浮微粒,普通,1.3,0.14,73,56,35,13,3,3.6,0.9,4.1,45,"2024-12-01 15:00",,0.2,30.6,52,1,120.26964167,23.85493056,85
富貴角,新北市,54,臭氧八小時,普通,0.8,0.16,63,56,23,7,2,1.8,0.1,3.6,31,"2024-12-01 15:00",,0.2,9.7,26,1,121.53656894,25.29681695,84
麥寮,雲林縣,84,細懸浮微粒,普通,3.7,0.19,68,55,27,17,8,8.3,0.8,3.5,343,"2024-12-01 15:00",,0.2,28.8,42,2,120.251825,23.753506,83
關山,臺東縣,27,,良好,0.5,0.14,38,29,16,4,2,2.8,0.9,2.2,200,"2024-12-01 15:00",,0.1,3.4,13,0,121.161933,23.045083,80
馬公,澎湖縣,58,臭氧八小時,普通,1.3,0.19,66,58,25,15,2,2.7,0.6,2.7,338,"2024-12-01 15:00",,0.1,10.5,22,1,119.566158,23.569031,78
金門,金門縣,56,細懸浮微粒,普通,3.2,0.2,44,44,39,15,29,37.9,9,1.6,219,"2024-12-01 15:00",,0.2,17.7,48,1,118.312256,24.432133,77
馬祖,連江縣,57,細懸浮微粒,普通,1.3,0.28,64,47,38,20,5,6.2,0.8,1.4,325,"2024-12-01 15:00",,0.4,17.9,35,1,119.952724,26.153736,75
埔里,南投縣,61,細懸浮微粒,普通,1.3,0.29,60,38,33,27,4,4.4,0.9,4.2,280,"2024-12-01 15:00",,0.2,19.7,23,1,120.967903,23.968842,72
復興,高雄市,62,細懸浮微粒,普通,1.7,0.23,63,53,33,16,13,14.8,2,0.8,211,"2024-12-01 15:00",,0.3,20,37,1,120.312017,22.608711,71
永和,新北市,42,,良好,1.9,0.69,48,30,33,16,21,27.1,6,1.9,8,"2024-12-01 15:00",,0.7,12.9,26,1,121.516306,25.017,70
竹山,南投縣,65,細懸浮微粒,普通,1.7,0.22,73,47,36,23,4,5.3,1,2,318,"2024-12-01 15:00",,0.2,21.1,31,1,120.677306,23.756389,69
中壢,桃園市,69,細懸浮微粒,普通,3.7,0.54,61,33,49,27,29,36.5,7.6,0.5,349,"2024-12-01 15:00",,0.8,22.7,35,2,121.221667,24.953278,68
三重,新北市,52,細懸浮微粒,普通,2.4,0.7,42,27,41,20,30,50.7,20.3,-,-,"2024-12-01 15:00",,0.7,15.8,30,1,121.493806,25.072611,67
冬山,宜蘭縣,34,,良好,1.1,0.21,52,37,28,7,3,3,0.4,2.2,264,"2024-12-01 15:00",,0.2,6.7,22,0,121.792928,24.632203,66
宜蘭,宜蘭縣,39,,良好,1.8,0.19,49,43,26,5,3,3.6,1,1.8,37,"2024-12-01 15:00",,0.2,6.1,16,1,121.746394,24.747917,65
陽明,臺北市,47,,良好,1.9,0.24,57,52,23,15,3,4.2,1.1,2.8,310,"2024-12-01 15:00",,0.2,8.9,20,1,121.529583,25.182722,64
花蓮,花蓮縣,33,,良好,1.1,0.16,46,37,18,2,1,2.2,0.9,1.7,175,"2024-12-01 15:00",,0.1,4.2,17,1,121.599769,23.971306,63
臺東,臺東縣,32,,良好,1.1,0.16,44,35,14,6,3,4.4,1.5,1.9,26,"2024-12-01 15:00",,0.1,4,15,1,121.15045,22.755358,62
恆春,屏東縣,42,,良好,0.9,0.14,47,46,12,8,1,1.8,0.6,6.4,36,"2024-12-01 15:00",,0.1,5.5,11,0,120.788928,21.958069,61
潮州,屏東縣,53,細懸浮微粒,普通,1.5,0.2,72,52,26,16,3,3.2,0.5,3.2,243,"2024-12-01 15:00",,0.2,16.2,27,1,120.561175,22.523108,60
屏東,屏東縣,43,,良好,1.5,0.19,60,47,22,9,6,6.4,0.3,1.6,296,"2024-12-01 15:00",,0.2,13.2,28,1,120.488033,22.673081,59
小港,高雄市,59,細懸浮微粒,普通,2.3,0.22,68,54,32,17,14,15.4,1.5,2.9,263,"2024-12-01 15:00",,0.2,18.8,32,2,120.337736,22.565833,58
前鎮,高雄市,64,細懸浮微粒,普通,2.2,0.27,64,54,34,14,15,16.2,1.6,2.1,357,"2024-12-01 15:00",,0.3,20.9,38,1,120.30833356,22.6044507,57
前金,高雄市,59,細懸浮微粒,普通,1.4,0.23,70,58,38,14,7,8.6,1.1,2.8,331,"2024-12-01 15:00",,0.3,18.7,42,1,120.28676111,22.63390278,56
左營,高雄市,63,細懸浮微粒,普通,1.6,0.21,71,58,33,14,7,8.4,1.4,2.5,271,"2024-12-01 15:00",,0.3,20.2,39,1,120.292917,22.674861,54
楠梓,高雄市,60,細懸浮微粒,普通,2.1,0.24,78,56,33,19,8,8.4,0.3,1.7,292,"2024-12-01 15:00",,0.2,19.2,37,1,120.328289,22.733667,53
林園,高雄市,62,細懸浮微粒,普通,3.2,0.38,83,59,41,20,7,7.9,1,2.3,222,"2024-12-01 15:00",,0.2,19.9,39,2,120.41175,22.4795,52
大寮,高雄市,53,細懸浮微粒,普通,3.8,0.29,72,49,27,20,12,12.8,1.2,1.7,264,"2024-12-01 15:00",,0.2,16.4,23,7,120.425311,22.56413611,51
鳳山,高雄市,64,細懸浮微粒,普通,1.5,0.46,73,53,42,23,14,15.4,1.3,0.9,264,"2024-12-01 15:00",,0.4,20.8,33,1,120.357422,22.628126,50
仁武,高雄市,65,細懸浮微粒,普通,1.8,0.23,74,58,31,19,9,9.9,0.9,2.8,289,"2024-12-01 15:00",,0.2,21,36,1,120.332631,22.689056,49
橋頭,高雄市,78,細懸浮微粒,普通,2.5,0.23,72,53,31,17,10,10.6,0.5,2.9,262,"2024-12-01 15:00",,0.2,26.4,35,1,120.305689,22.757506,48
美濃,高雄市,43,,良好,1,0.18,57,46,17,6,3,3.6,0.9,1.2,254,"2024-12-01 15:00",,0.2,10.4,23,1,120.530542,22.883583,47
臺南,臺南市,66,細懸浮微粒,普通,2.1,0.22,71,56,34,16,8,8.6,0.7,2.6,315,"2024-12-01 15:00",,0.3,21.5,40,1,120.21947897,22.98928311,46
安南,臺南市,67,細懸浮微粒,普通,2.7,0.21,68,53,33,15,5,5,0,2.7,294,"2024-12-01 15:00",,0.2,22.2,41,1,120.2175,23.048197,45
善化,臺南市,58,細懸浮微粒,普通,2.1,0.21,70,51,35,17,10,11.4,1.5,2.4,331,"2024-12-01 15:00",,0.2,18.5,33,1,120.29740529,23.11337642,44
新營,臺南市,68,細懸浮微粒,普通,2.5,0.25,74,52,40,,7,8.3,1.5,2.4,311,"2024-12-01 15:00",,0.2,22.4,38,2,120.31725,23.305633,43
嘉義,嘉義市,65,細懸浮微粒,普通,2,0.22,74,54,32,18,3,3.8,0.5,1.8,328,"2024-12-01 15:00",,0.3,21,32,2,120.44125148,23.46477865,42
臺西,雲林縣,80,細懸浮微粒,普通,2.2,0.11,71,52,37,15,7,7.4,0.6,3.6,346,"2024-12-01 15:00",,0.2,27.2,48,1,120.19933333,23.702175,41
朴子,嘉義縣,68,細懸浮微粒,普通,3.7,0.28,78,52,38,20,6,6.5,0.6,2.6,332,"2024-12-01 15:00",,0.3,22.5,44,2,120.2478,23.46538,40
新港,嘉義縣,72,細懸浮微粒,普通,2.5,0.21,75,52,40,23,5,4.7,0.1,3.5,298,"2024-12-01 15:00",,0.3,24.2,44,2,120.345531,23.554839,39
崙背,雲林縣,95,細懸浮微粒,普通,2.7,0.22,70,52,44,20,,,,2.1,309,"2024-12-01 15:00",,0.3,33.3,58,1,120.348742,23.757547,38
斗六,雲林縣,67,細懸浮微粒,普通,2.2,0.29,80,53,36,22,4,5,0.8,1.8,295,"2024-12-01 15:00",,0.2,22,34,1,120.544994,23.711853,37
南投,南投縣,75,細懸浮微粒,普通,2.2,0.32,82,53,48,29,6,6.6,0.6,1.2,232,"2024-12-01 15:00",,0.3,25.1,41,2,120.685306,23.913,36
二林,彰化縣,94,細懸浮微粒,普通,2.4,0.22,73,51,43,23,5,6,1.3,2.1,315,"2024-12-01 15:00",,0.3,32.9,59,2,120.409653,23.925175,35
線西,彰化縣,63,細懸浮微粒,普通,2.1,0.2,78,54,37,16,2,3.3,0.8,4.4,14,"2024-12-01 15:00",,0.3,20.4,40,2,120.469061,24.131672,34
彰化,彰化縣,69,細懸浮微粒,普通,2.7,0.24,74,54,37,16,6,7.4,1.4,1.9,320,"2024-12-01 15:00",,0.3,22.8,39,2,120.541519,24.066,33
西屯,臺中市,71,細懸浮微粒,普通,1.7,0.26,74,51,37,20,6,7.2,1.3,2.8,333,"2024-12-01 15:00",,0.3,23.7,40,1,120.616917,24.162197,32
忠明,臺中市,67,細懸浮微粒,普通,1.8,0.29,74,50,38,22,8,9.4,1.6,2.7,305,"2024-12-01 15:00",,0.4,21.8,36,1,120.641092,24.151958,31
大里,臺中市,73,細懸浮微粒,普通,3.8,0.37,73,51,50,25,9,10.2,1.4,2.5,293,"2024-12-01 15:00",,0.4,24.5,41,2,120.67844444,24.09961111,30
沙鹿,臺中市,73,細懸浮微粒,普通,1.5,0.23,31,20,40,17,4,5.2,0.8,4,320,"2024-12-01 15:00",,0.3,24.4,46,1,120.568794,24.225628,29
豐原,臺中市,53,細懸浮微粒,普通,2.2,0.28,76,51,40,23,6,6.3,0.8,4,313,"2024-12-01 15:00",,0.3,16.5,31,2,120.74252414,24.25699731,28
三義,苗栗縣,49,,良好,1.7,0.24,69,53,30,14,4,5.4,1.2,3.5,355,"2024-12-01 15:00",,0.2,14.9,29,1,120.75956754,24.38248443,27
苗栗,苗栗縣,48,,良好,1.8,0.23,72,51,31,13,4,5.7,1.4,2.1,353,"2024-12-01 15:00",,0.2,14.7,27,1,120.82011468,24.56499183,26
頭份,苗栗縣,46,,良好,2.5,0.21,73,49,27,11,3,4.5,1.2,3,328,"2024-12-01 15:00",,0.2,14.3,27,2,120.89869286,24.69690679,25
新竹,新竹市,49,,良好,1.6,0.25,71,44,31,15,7,7.4,0.4,1.2,22,"2024-12-01 15:00",,0.3,15.2,28,1,120.97236752,24.8056356,24
竹東,新竹縣,51,細懸浮微粒,普通,1.1,0.26,68,45,29,18,6,6.9,0.9,2.2,293,"2024-12-01 15:00",,0.2,15.6,25,1,121.08895493,24.74091408,23
湖口,新竹縣,49,,良好,2.1,0.22,70,53,28,13,4,4.6,0.5,2.4,354,"2024-12-01 15:00",,0.2,14.5,28,2,121.03886894,24.90009696,22
龍潭,桃園市,59,細懸浮微粒,普通,1.4,0.3,73,46,40,21,7,7.5,0.7,3.2,343,"2024-12-01 15:00",,0.3,18.9,30,1,121.21645772,24.86400048,21
平鎮,桃園市,54,細懸浮微粒,普通,2.4,0.35,79,53,43,24,10,10.1,0.3,1.2,59,"2024-12-01 15:00",,0.3,16.9,30,1,121.203986,24.952786,20
觀音,桃園市,56,細懸浮微粒,普通,1.3,0.24,71,51,32,18,5,5.6,0.4,3.1,353,"2024-12-01 15:00",,0.2,17.5,32,1,121.08283092,25.03556747,19
大園,桃園市,61,細懸浮微粒,普通,2,0.33,84,54,41,23,8,9.2,1.4,3.9,358,"2024-12-01 15:00",,0.3,19.6,36,1,121.20251473,25.06100357,18
桃園,桃園市,56,細懸浮微粒,普通,3.2,0.34,79,45,42,24,14,15.1,1.2,2.6,345,"2024-12-01 15:00",,0.4,17.5,30,1,121.30500531,24.9947107,17
